,0,1,2
len of target_apmt_port_calls_df,183,195,218
len of target_non_apmt_port_calls_df,840,891,950
apmt_port_calls_moor_data,"[{'9264714': 3.0172222222222222}, {'9326976': 14.989722222222222}, {'9302255': 1.9994444444444444}, {'9803675': 8.0475}, {'9402653': 1.0491666666666666}, {'9302255': 1.9997222222222222}, {'9355446': 6.0136111111111115}, {'9252553': 7.030833333333334}, {'9085546': 17.01388888888889}, {'9803675': 9.959166666666667}, {'9514755': 7.000277777777778}, {'9412529': 5.049444444444444}, {'9622253': 21.0}, {'9775763': 4.999722222222222}, {'9355446': 4.968333333333334}, {'9349227': 11.043333333333333}, {'9355446': 1.0363888888888888}, {'9306225': 8.994444444444444}, {'9633939': 20.00027777777778}, {'9514755': 13.006388888888889}, {'9188958': 8.039444444444445}, {'9483695': 5.004444444444444}, {'9349227': 6.999722222222222}, {'9805568': 7.999722222222222}, {'9775775': 10.05}, {'9153850': 21.0425}, {'9234989': 14.008888888888889}, {'9775775': 23.026944444444446}, {'9632105': 53.025555555555556}, {'9354351': 12.049444444444445}, {'9354454': 12.0}, {'9302073': 16.000555555555554}, {'9368041': 6.001111111111111}, {'9148453': 9.152222222222223}, {'9803699': 10.038333333333334}, {'9864368': 37.08694444444444}, {'9354454': 7.023055555555556}, {'9374973': 35.95}, {'9504047': 25.009444444444444}, {'9301108': 47.0375}, {'9234989': 12.050555555555556}, {'9440576': 1.95}, {'9803687': 5.999722222222222}, {'9368041': 6.0}, {'9311701': 13.000555555555556}, {'9368041': 7.9975}, {'9803687': 7.000277777777778}, {'9193264': 28.017222222222223}, {'9504047': 9.095277777777778}, {'9444728': 99.00055555555555}, {'9632167': 34.03277777777778}, {'9223904': 26.004444444444445}, {'9624823': 18.949444444444445}, {'9778533': 6.999444444444444}, {'9428217': 35.9025}, {'9264714': 5.999444444444444}, {'9803699': 8.021944444444445}, {'9178446': 12.094444444444445}, {'9264714': 7.041944444444445}, {'9320427': 8.0325}, {'9108063': 3.0019444444444443}, {'9302255': 39.00333333333333}, {'9622227': 23.99388888888889}, {'9615638': 36.04527777777778}, {'9355446': 9.095277777777778}, {'9354375': 3.0947222222222224}, {'9394894': 11.9975}, {'9514755': 18.033055555555556}, {'9369057': 4.0055555555555555}, {'9355446': 3.022222222222222}, {'9456745': 61.98833333333334}, {'9803675': 6.089166666666666}, {'9363417': 52.034444444444446}, {'9313955': 51.918055555555554}, {'9803675': 50.03888888888889}, {'9412529': 4.999722222222222}, {'9619969': 69.04222222222222}, {'9302437': 10.0}, {'9513646': 47.94305555555555}, {'9326990': 3.003888888888889}, {'9726164': 429.03777777777776}, {'9162215': 104.00333333333333}, {'9504047': 56.99194444444444}, {'9354454': 21.908055555555556}, {'9584475': 16.964444444444446}, {'8405878': 22.000555555555554}, {'9514755': 24.01861111111111}, {'9246566': 13.00361111111111}, {'9619995': 69.03583333333333}, {'9803704': 38.00416666666667}, {'9403619': 40.0}, {'9429235': 1.0002777777777778}, {'9234989': 26.0}, {'9388522': 5.9752777777777775}, {'9387592': 18.05027777777778}, {'9264714': 3.9994444444444444}, {'9483671': 2.999722222222222}, {'9222273': 22.97361111111111}, {'9504047': 19.049444444444443}, {'9584487': 18.000555555555554}, {'9298698': 58.97138888888889}, {'9234989': 4.000277777777778}, {'9394870': 18.40277777777778}, {'9780483': 37.99472222222222}, {'9803687': 5.000277777777778}, {'9226372': 8.0275}, {'9805568': 9.0}, {'9803687': 25.0}, {'9483334': 19.99972222222222}, {'9328027': 11.984444444444444}, {'9403619': 82.0}, {'9328027': 3.022222222222222}, {'9197791': 11.971944444444444}, {'9483334': 8.0}, {'9803687': 15.012777777777778}, {'9355446': 19.968888888888888}, {'9775751': 10.999444444444444}, {'9619957': 30.00138888888889}, {'9354351': 5.999444444444444}, {'9402029': 14.003333333333334}, {'9354351': 4.000277777777778}, {'9368041': 3.9530555555555558}, {'9622227': 46.04833333333333}, {'9368041': 7.020833333333333}, {'9354454': 8.965555555555556}, {'9326976': 25.00027777777778}, {'9803675': 15.040277777777778}, {'9805568': 16.0}, {'9279989': 14.018611111111111}, {'9334351': 8.029722222222222}, {'9143829': 8.999722222222223}, {'9354454': 13.993055555555555}, {'9518220': 15.96861111111111}, {'9760407': 17.951944444444443}, {'9803699': 8.048055555555555}, {'9388522': 2.000277777777778}, {'9778832': 82.98416666666667}, {'9803699': 12.003055555555555}, {'9234989': 69.92833333333333}, {'9333345': 8.0075}, {'9153862': 107.95916666666666}, {'9504047': 1.9497222222222221}, {'9760366': 27.004722222222224}, {'9805568': 6.05}, {'9314210': 8.9625}, {'9504047': 23.985277777777778}, {'9803704': 6.996388888888889}, {'9400095': 34.014722222222225}, {'9328027': 7.965277777777778}, {'9480136': 41.05305555555555}, {'9234989': 4.999722222222222}, {'9803704': 10.979722222222222}, {'9328027': 9.051111111111112}, {'9584487': 15.993055555555555}, {'9622215': 13.960833333333333}, {'9234989': 8.0}, {'9507362': 4.000277777777778}, {'9474383': 4.988611111111111}, {'9299501': 4.005277777777778}, {'9619921': 43.97833333333333}, {'9622203': 30.97888888888889}, {'9354351': 5.0}, {'9436197': 16.001944444444444}, {'9328027': 2.9794444444444443}, {'9295531': 8.999166666666667}, {'9803704': 18.96611111111111}, {'9302243': 30.023055555555555}, {'9229348': 16.00027777777778}, {'9518220': 19.99361111111111}, {'9622241': 44.98222222222222}, {'9483334': 10.999166666666667}, {'9803704': 6.000277777777778}, {'9436197': 6.0}, {'9355446': 6.016944444444444}, {'9202077': 18.05}, {'9355446': 6.949722222222222}, {'9355343': 28.00638888888889}, {'9227302': 6.979722222222223}, {'9301457': 17.0525}, {'9368041': 3.0147222222222223}, {'9462794': 4.973333333333334}]","[{'9619919': 53.99861111111111}, {'9354454': 16.015555555555554}, {'9138305': 26.023333333333333}, {'9483346': 4.045}, {'9221839': 26.065}, {'9302243': 5.0}, {'9803675': 8.000277777777777}, {'9803699': 3.0}, {'9264714': 3.999722222222222}, {'9805568': 36.02361111111111}, {'9333450': 13.979166666666666}, {'9328027': 3.9569444444444444}, {'9803675': 4.054722222222222}, {'9328027': 5.0}, {'9234991': 4.011666666666667}, {'9387592': 28.04111111111111}, {'9803675': 13.025277777777777}, {'9264714': 8.001111111111111}, {'9924194': 22.059722222222224}, {'9803699': 9.052222222222222}, {'9622241': 12.990555555555556}, {'9483334': 5.999722222222222}, {'9803699': 10.057222222222222}, {'9391658': 10.969444444444445}, {'9430375': 37.98388888888889}, {'9234991': 6.987777777777778}, {'9368041': 6.999722222222222}, {'9234989': 4.000277777777778}, {'9315018': 4.020833333333333}, {'9780469': 31.02}, {'9234989': 6.0}, {'9368041': 18.03361111111111}, {'9699189': 17.9725}, {'9803704': 10.000277777777777}, {'9234989': 11.0175}, {'9368041': 4.999722222222222}, {'9803687': 2.966388888888889}, {'9803704': 5.030277777777778}, {'9803687': 6.984166666666667}, {'9409352': 25.00027777777778}, {'9436202': 2.999722222222222}, {'9436202': 11.001111111111111}, {'9356529': 25.983055555555556}, {'9656498': 43.63361111111111}, {'9353735': 7.951666666666667}, {'9803687': 7.016944444444444}, {'9622241': 13.039722222222222}, {'9301108': 8.015555555555556}, {'9514755': 4.028611111111111}, {'9514755': 6.930555555555555}, {'9359260': 3.0219444444444443}, {'9619945': 32.08583333333333}, {'9514755': 16.973055555555554}, {'9388522': 10.000277777777777}, {'9474383': 9.067222222222222}, {'9365996': 20.03638888888889}, {'9344382': 72.98722222222223}, {'9234991': 7.025555555555556}, {'9805568': 18.0}, {'9220897': 14.122222222222222}, {'9108063': 1.0494444444444444}, {'9355446': 5.993055555555555}, {'9778545': 11.0}, {'9472000': 13.953333333333333}, {'9491472': 6.0}, {'9355446': 3.998611111111111}, {'9429194': 9.949722222222222}, {'9606326': 23.025555555555556}, {'9354454': 16.999166666666667}, {'9480136': 27.003611111111113}, {'9264714': 15.049444444444445}, {'9622239': 14.073611111111111}, {'9234989': 7.9975}, {'9803675': 15.976944444444445}, {'9354454': 10.045555555555556}, {'9162227': 32.083333333333336}, {'9234989': 4.0}, {'9436202': 7.001111111111111}, {'9227302': 20.016111111111112}, {'9299020': 7.016666666666667}, {'9584487': 39.0}, {'9368041': 11.97}, {'9803675': 5.9494444444444445}, {'9700392': 16.99861111111111}, {'9060493': 4.001388888888889}, {'9314947': 20.026944444444446}, {'9805568': 58.014722222222225}, {'9227302': 2.0388888888888888}, {'9780471': 33.009166666666665}, {'9436202': 5.950555555555556}, {'9355331': 18.971944444444443}, {'9557408': 15.988888888888889}, {'9235567': 18.975277777777777}, {'9412531': 6.000277777777778}, {'9057329': 3.0480555555555555}, {'9778844': 50.99777777777778}, {'9368041': 6.000555555555556}, {'9483334': 5.000277777777778}, {'9775751': 27.0275}, {'8912039': 17.000833333333333}, {'9461415': 14.025833333333333}, {'9724049': 6.985555555555556}, {'9234991': 9.027777777777779}, {'9606326': 38.013888888888886}, {'9803687': 2.993888888888889}, {'9803687': 7.016944444444444}, {'9803699': 6.976111111111111}, {'9332169': 135.04805555555555}, {'9315226': 20.00027777777778}, {'9803687': 12.968055555555555}, {'9803699': 13.017777777777777}, {'9349227': 15.999722222222223}, {'9504047': 11.034166666666666}, {'9775749': 9.999722222222223}, {'9147710': 38.03277777777778}, {'9412529': 4.999722222222222}, {'9504047': 13.045833333333333}, {'9349227': 1.0002777777777778}, {'7221275': 22.162777777777777}, {'9234989': 11.0}, {'9220897': 12.004166666666666}, {'9313228': 2.035}, {'9483346': 8.032777777777778}, {'9429235': 1.0}, {'9290074': 28.029166666666665}, {'9514755': 12.993611111111111}, {'9803704': 9.950277777777778}, {'9234989': 8.053888888888888}, {'9504047': 8.022222222222222}, {'9514755': 6.075277777777778}, {'9483346': 6.020833333333333}, {'9456733': 68.02333333333333}, {'9215311': 22.034444444444443}, {'9803704': 47.99}, {'9632129': 60.00666666666667}, {'9436202': 19.000833333333333}, {'9631113': 32.963055555555556}, {'9436202': 8.025277777777777}, {'9264714': 47.003055555555555}, {'9365996': 1.0133333333333334}, {'9299501': 15.002777777777778}, {'9619933': 62.014722222222225}, {'9287766': 34.005}, {'9301108': 38.97638888888889}, {'9803675': 7.001944444444445}, {'9334351': 13.01}, {'9354454': 9.036111111111111}, {'9719745': 118.04694444444445}, {'9355367': 21.0525}, {'9803675': 6.030555555555556}, {'9805568': 11.000277777777777}, {'9444716': 19.00027777777778}, {'9354454': 9.028055555555556}, {'9480124': 14.001111111111111}, {'9252565': 14.001666666666667}, {'9803675': 14.021666666666667}, {'9349227': 4.999722222222222}, {'9302437': 14.04888888888889}, {'9355446': 7.0425}, {'9803699': 9.040833333333333}, {'9365996': 16.960833333333333}, {'9436197': 8.0}, {'9368041': 15.997777777777777}, {'9803687': 4.000555555555556}, {'9355446': 2.020277777777778}, {'9803699': 14.039444444444445}, {'9242625': 9.000277777777777}, {'9803687': 8.018333333333333}, {'8913447': 12.001944444444444}, {'9805568': 13.999444444444444}, {'9368041': 3.0075}, {'9365960': 15.002777777777778}, {'9234989': 7.000277777777778}, {'9428217': 5.025555555555556}, {'9436202': 6.001111111111111}, {'9354466': 31.0325}, {'9234989': 12.998055555555556}, {'9504047': 6.019444444444445}, {'9220897': 8.963611111111112}, {'9412531': 11.08361111111111}, {'9504047': 11.990833333333333}, {'9778806': 66.99888888888889}, {'9196852': 28.962777777777777}, {'9494668': 53.00472222222222}, {'9803704': 4.035833333333334}, {'9803704': 15.999166666666667}, {'9633941': 30.0}, {'8405878': 15.0925}, {'9354375': 29.000833333333333}, {'9227039': 14.033611111111112}, {'9060687': 17.037777777777777}, {'9388522': 1.0}, {'9298686': 11.005277777777778}, {'9803704': 4.059444444444445}, {'9252773': 2.033611111111111}]","[{'9234989': 6.0}, {'9153850': 30.015555555555554}, {'9514755': 12.001944444444444}, {'9328027': 5.973055555555556}, {'9354454': 8.02}, {'9584487': 46.02916666666667}, {'9514755': 5.993333333333333}, {'9803699': 9.051111111111112}, {'9302243': 3.0508333333333333}, {'9803699': 6.995833333333334}, {'9392925': 14.016666666666667}, {'9355446': 8.964166666666667}, {'9302073': 14.043888888888889}, {'9632155': 99.0411111111111}, {'9392925': 13.95111111111111}, {'9355446': 5.9944444444444445}, {'9720483': 17.0025}, {'9619907': 54.00527777777778}, {'9348168': 16.982777777777777}, {'9365996': 10.000555555555556}, {'9483346': 3.0502777777777776}, {'9483334': 3.0005555555555556}, {'9354454': 17.979444444444443}, {'9387592': 5.023055555555556}, {'9388522': 2.035277777777778}, {'9299501': 1.0502777777777779}, {'8405878': 34.00222222222222}, {'9368041': 17.04861111111111}, {'9313199': 5.998333333333333}, {'9707742': 15.75}, {'9818931': 51.00222222222222}, {'9301835': 17.976666666666667}, {'9480124': 43.955}, {'9368041': 3.0394444444444444}, {'9368041': 2.984166666666667}, {'9333345': 9.999444444444444}, {'9400095': 38.0475}, {'9803675': 7.056388888888889}, {'9328027': 3.0}, {'9528495': 29.020555555555557}, {'9349227': 2.9988888888888887}, {'9301108': 19.00027777777778}, {'9328027': 8.9625}, {'9085546': 13.9975}, {'9197545': 9.038333333333334}, {'9803687': 6.999722222222222}, {'9803704': 7.985555555555556}, {'9387592': 6.950555555555556}, {'9647473': 44.064166666666665}, {'9803687': 7.036111111111111}, {'9803675': 7.998055555555555}, {'9803704': 7.014722222222222}, {'9368041': 5.031944444444444}, {'9456733': 80.00166666666667}, {'9354466': 21.010833333333334}, {'9778820': 85.96277777777777}, {'9234989': 5.0}, {'9504047': 7.000277777777778}, {'9234989': 20.016111111111112}, {'9220897': 19.00027777777778}, {'9504047': 2.0055555555555555}, {'9162215': 35.01638888888889}, {'9692258': 68.9325}, {'9394894': 19.001666666666665}, {'9483671': 1.9569444444444444}, {'9463877': 12.037777777777778}, {'9514755': 12.99388888888889}, {'9302255': 1.0025}, {'9279989': 5.959444444444444}, {'9365996': 1.0002777777777778}, {'9633939': 27.980833333333333}, {'9388522': 6.000555555555556}, {'9632090': 54.99138888888889}, {'9803699': 12.98611111111111}, {'9401697': 18.0}, {'9504059': 18.0}, {'9612533': 8.061111111111112}, {'9302243': 25.005555555555556}, {'9322009': 14.016388888888889}, {'9805568': 8.999722222222223}, {'9803699': 3.0188888888888887}, {'9514755': 8.0075}, {'9425382': 42.98888888888889}, {'9619440': 16.00583333333333}, {'9483669': 39.97833333333333}, {'9401130': 36.00972222222222}, {'9354454': 6.040277777777778}, {'9328027': 9.096111111111112}, {'9365996': 14.0}, {'9803699': 6.0}, {'9775749': 4.070833333333334}, {'9328027': 9.000555555555556}, {'9290608': 28.0925}, {'9354454': 8.9775}, {'9375824': 11.005277777777778}, {'9333345': 11.013055555555555}, {'9130432': 14.988333333333333}, {'9354454': 5.9925}, {'9803675': 10.019166666666667}, {'9622227': 24.99361111111111}, {'9234989': 6.956944444444445}, {'9448683': 4.001111111111111}, {'9632064': 88.05222222222223}, {'9803675': 20.025555555555556}, {'9355446': 1.006388888888889}, {'9349227': 12.0}, {'9368041': 7.0}, {'9234989': 12.011944444444444}, {'9314947': 19.047777777777778}, {'9492505': 9.971111111111112}, {'9775751': 15.0}, {'9355446': 17.983055555555556}, {'9803687': 7.05}, {'9394870': 20.015}, {'9229348': 35.05}, {'8813972': 27.98}, {'9368041': 14.0375}, {'9428217': 9.0275}, {'9803687': 23.000833333333333}, {'9615638': 28.880277777777778}, {'9803704': 3.0877777777777777}, {'9352224': 28.25}, {'9461374': 37.05277777777778}, {'9354375': 30.00027777777778}, {'9126687': 19.984166666666667}, {'9444273': 25.999166666666667}, {'9911434': 19.036944444444444}, {'9504047': 4.0}, {'9784269': 46.0225}, {'9504047': 9.0475}, {'9491472': 4.028611111111111}, {'9401130': 37.03944444444444}, {'9803704': 11.0}, {'9326976': 6.001388888888889}, {'9060675': 25.01888888888889}, {'9514755': 15.0225}, {'9328027': 9.008611111111112}, {'9368041': 4.999444444444444}, {'9322009': 15.039722222222222}, {'9536076': 11.001111111111111}, {'9365996': 2.999722222222222}, {'9368041': 3.0005555555555556}, {'9108063': 3.933611111111111}, {'9113721': 5.0}, {'9328027': 5.200833333333334}, {'9622203': 27.964444444444446}, {'9246566': 16.086666666666666}, {'9412529': 7.0008333333333335}, {'9252553': 9.971666666666666}, {'9374973': 129.9525}, {'9514755': 9.014166666666666}, {'9234989': 5.009722222222222}, {'9514755': 13.023888888888889}, {'9299501': 3.9755555555555557}, {'9412517': 8.000277777777777}, {'9153862': 34.00361111111111}, {'9805568': 16.0}, {'9354351': 6.019166666666667}, {'9667497': 58.448055555555555}, {'9234989': 16.999444444444446}, {'9631113': 18.995277777777776}, {'9803699': 5.014722222222222}, {'9402029': 22.016666666666666}, {'9365996': 21.99888888888889}, {'9778791': 64.00666666666666}, {'9302243': 9.99}, {'9803699': 12.009166666666667}, {'9504035': 4.999722222222222}, {'9148453': 44.41277777777778}, {'9299501': 7.001111111111111}, {'9354454': 9.004444444444445}, {'9803675': 4.000277777777778}, {'9234991': 11.999166666666667}, {'9444742': 21.004444444444445}, {'9388522': 2.0141666666666667}, {'9778818': 66.05}, {'9354454': 21.021944444444443}, {'9805568': 14.050555555555556}, {'9803675': 11.015}, {'9784269': 40.015277777777776}, {'9803704': 11.03888888888889}, {'9354454': 9.015277777777778}, {'9234991': 5.999722222222222}, {'9803687': 13.013055555555555}, {'9803675': 6.07}, {'9803704': 9.140833333333333}, {'9491496': 12.05}, {'9328027': 10.999722222222223}, {'9803687': 8.088611111111112}, {'9274666': 29.48111111111111}, {'9223904': 27.010833333333334}, {'9504047': 14.0075}, {'9775737': 9.999722222222223}, {'9357236': 31.366944444444446}, {'9622215': 23.003055555555555}, {'9467201': 23.02888888888889}, {'9504047': 2.0058333333333334}, {'9412529': 13.950277777777778}, {'9328027': 6.000277777777778}, {'9805568': 19.0}, {'9315240': 32.000277777777775}, {'9622215': 14.990833333333333}, {'9234989': 6.999722222222222}, {'9563732': 10.001388888888888}, {'9234989': 6.999444444444444}, {'9355446': 12.037222222222223}, {'9302437': 26.05}, {'9632131': 46.01361111111111}, {'9514755': 8.88111111111111}, {'9354351': 34.0}, {'9355446': 6.029166666666667}, {'9483346': 1.9994444444444444}, {'9355343': 28.003055555555555}, {'9483346': 7.956111111111111}, {'9514755': 9.954166666666667}, {'9354454': 1.0086111111111111}]"
apmt_port_calls_anchor_data,"[{'9252553': 6.434166666666667}, {'9085546': 33.860277777777775}, {'9622253': 33.69138888888889}, {'9306225': 11.991666666666667}, {'9775775': 12.2}, {'9302073': 12.817777777777778}, {'9394894': 8.127222222222223}, {'9363417': 24.83111111111111}, {'9313955': 49.15888888888889}, {'9302437': 12.67361111111111}, {'9162215': 41.75083333333333}, {'9619995': 19.39472222222222}, {'9222273': 5.389722222222222}, {'9298698': 17.60972222222222}, {'9403619': 16.8}, {'9622227': 15.508888888888889}, {'9279989': 18.767777777777777}, {'9334351': 15.475555555555555}, {'9400095': 31.121666666666666}, {'9328027': 37.10666666666667}, {'9622203': 78.71944444444445}, {'9229348': 104.7125}, {'9301457': 31.329166666666666}]","[{'9220897': 45.51888888888889}, {'9314947': 21.305}, {'8912039': 37.8025}, {'9724049': 47.355}, {'9349227': 18.948333333333334}, {'9349227': 2.95}, {'9220897': 108.54805555555555}, {'9631113': 24.55472222222222}, {'9619933': 49.316944444444445}, {'9252565': 23.656944444444445}, {'9302437': 5.0936111111111115}, {'9368041': 1.9502777777777778}, {'9220897': 24.578055555555554}, {'9227039': 3.4019444444444447}, {'9298686': 19.99972222222222}]","[{'9354454': 15.165}, {'9302073': 192.92888888888888}, {'9197545': 24.15}, {'9220897': 21.1}, {'9162215': 7.696944444444444}, {'9633939': 43.57611111111111}, {'9632090': 37.617777777777775}, {'9401697': 72.37}, {'9619440': 29.836944444444445}, {'9229348': 26.68888888888889}, {'8813972': 372.985}, {'9126687': 14.0}, {'9322009': 78.35333333333334}, {'9252553': 34.849444444444444}, {'9784269': 9.968055555555555}, {'9803675': 0.21083333333333334}, {'9355343': 10.276666666666667}]"
