,0,1,2
len of target_apmt_port_calls_df,244,236,219
len of target_non_apmt_port_calls_df,968,943,952
apmt_port_calls_moor_stats,"(11.02111111111111, 17.539897540983603, 133.1186111111111, 1.0025)","(10.023194444444444, 16.470597928436913, 131.6611111111111, 1.05)","(10.997222222222224, 18.162672018348623, 108.74972222222222, 1.0002777777777778)"
apmt_port_calls_moor_data,"[66.01444444444445, 8.051111111111112, 4.985833333333333, 5.089166666666666, 5.964166666666666, 53.005833333333335, 16.0, 13.015277777777778, 20.999444444444446, 3.0008333333333335, 94.00777777777778, 15.005277777777778, 21.000555555555554, 5.0, 45.9825, 21.018055555555556, 27.05388888888889, 13.038055555555555, 8.982222222222223, 6.043055555555555, 8.012222222222222, 1.9783333333333333, 25.014722222222222, 10.999444444444444, 39.96277777777778, 4.051111111111111, 23.001944444444444, 16.985833333333332, 36.91277777777778, 7.999444444444444, 7.0055555555555555, 18.050833333333333, 20.0, 19.031666666666666, 8.1, 4.997222222222222, 3.9877777777777776, 8.999166666666667, 53.01888888888889, 9.0, 10.998888888888889, 16.970277777777778, 22.985555555555557, 3.0016666666666665, 4.995, 1.9997222222222222, 24.023055555555555, 10.99611111111111, 8.005555555555556, 6.023888888888889, 35.00194444444445, 47.0275, 17.0, 3.082777777777778, 6.689166666666667, 14.000277777777777, 10.02361111111111, 4.036666666666667, 13.004722222222222, 6.000555555555556, 64.08638888888889, 1.8447222222222222, 4.002777777777778, 3.0172222222222222, 39.035833333333336, 14.009722222222223, 2.970833333333333, 1.0025, 25.9425, 7.999722222222222, 72.00888888888889, 4.000555555555556, 17.980833333333333, 3.953611111111111, 7.041111111111111, 16.00138888888889, 33.030277777777776, 3.0, 14.094444444444445, 28.00888888888889, 8.033055555555556, 34.01361111111111, 1.551111111111111, 9.990277777777777, 13.0625, 23.004166666666666, 10.000277777777777, 16.015, 8.008055555555556, 12.984166666666667, 10.0, 17.0, 7.008333333333334, 40.013333333333335, 13.000277777777777, 8.000277777777777, 7.97, 58.08277777777778, 19.995277777777776, 14.019722222222223, 11.986666666666666, 5.949722222222222, 9.950277777777778, 7.983333333333333, 6.039166666666667, 10.0, 13.051388888888889, 6.006666666666667, 12.965277777777779, 2.5680555555555555, 32.00222222222222, 8.022777777777778, 7.000555555555556, 25.04083333333333, 21.0, 8.0, 2.95, 133.1186111111111, 17.000833333333333, 11.976944444444445, 13.000277777777777, 13.045, 54.014722222222225, 4.022222222222222, 4.993611111111111, 9.956111111111111, 7.999722222222222, 19.000555555555554, 4.020833333333333, 84.00222222222222, 9.0, 15.000277777777777, 2.971388888888889, 3.0211111111111113, 1.9861111111111112, 72.96055555555556, 28.987222222222222, 10.0025, 23.912777777777777, 14.0, 5.993888888888889, 9.048055555555555, 17.975555555555555, 8.055555555555555, 2.0, 39.999722222222225, 22.0, 12.004444444444445, 20.981944444444444, 26.99972222222222, 4.958888888888889, 9.000555555555556, 44.99638888888889, 31.03361111111111, 8.000833333333333, 7.0, 34.99916666666667, 41.000277777777775, 12.0, 4.0, 40.963055555555556, 31.985833333333332, 15.0225, 8.965, 97.9125, 20.99972222222222, 4.000555555555556, 8.95138888888889, 8.050277777777778, 12.949444444444444, 9.000833333333333, 61.02444444444444, 4.000277777777778, 9.001388888888888, 33.00611111111111, 20.001666666666665, 8.988055555555556, 2.977777777777778, 18.008333333333333, 4.999722222222222, 5.966111111111111, 8.999444444444444, 13.999722222222223, 50.059444444444445, 32.00194444444445, 34.000277777777775, 17.983333333333334, 31.994444444444444, 7.000277777777778, 3.9677777777777776, 22.037777777777777, 7.0, 6.023055555555556, 8.028888888888888, 5.000277777777778, 18.948055555555555, 11.999444444444444, 14.999444444444444, 12.988333333333333, 25.90861111111111, 3.0, 1.0075, 40.99472222222222, 3.0, 11.002222222222223, 3.0205555555555557, 15.053333333333333, 6.050277777777778, 26.994722222222222, 3.9505555555555554, 29.038611111111113, 34.99916666666667, 22.001666666666665, 11.999722222222223, 11.04, 16.00027777777778, 46.98027777777778, 8.005833333333333, 8.001111111111111, 25.02, 5.066111111111111, 5.0119444444444445, 5.001666666666667, 23.997777777777777, 31.950277777777778, 7.0505555555555555, 25.93888888888889, 9.00611111111111, 2.04, 29.999166666666667, 4.998333333333333, 11.0, 1.1111111111111112, 52.977777777777774, 7.022777777777778, 38.00416666666667, 31.058055555555555, 15.001111111111111, 14.000277777777777, 7.0, 3.0216666666666665, 2.9897222222222224, 6.033333333333333, 2.000277777777778]","[21.002222222222223, 5.249444444444444, 25.35333333333333, 10.018888888888888, 23.99888888888889, 4.0, 6.985277777777778, 9.999444444444444, 16.100277777777777, 34.95, 25.99277777777778, 6.9, 9.981666666666667, 5.959722222222222, 8.0, 14.8975, 21.002777777777776, 4.0, 4.899166666666667, 9.999166666666667, 4.9991666666666665, 1.998888888888889, 6.973055555555556, 6.0088888888888885, 37.02972222222222, 34.01861111111111, 12.943333333333333, 8.05, 26.951944444444443, 15.000555555555556, 63.955555555555556, 3.0325, 10.991388888888888, 21.999444444444446, 23.955833333333334, 19.950277777777778, 2.999722222222222, 13.999722222222223, 34.95305555555556, 14.002222222222223, 15.936666666666667, 11.986944444444445, 44.9875, 23.95, 10.035555555555556, 53.00833333333333, 18.019444444444446, 1.9952777777777777, 73.00555555555556, 11.046944444444444, 5.8502777777777775, 3.022222222222222, 35.05833333333333, 13.845833333333333, 6.0, 23.003055555555555, 10.996944444444445, 11.025, 5.501111111111111, 16.930833333333332, 63.005833333333335, 17.9525, 7.999444444444444, 3.0, 12.008888888888889, 62.004444444444445, 18.99972222222222, 11.999444444444444, 21.0, 41.02194444444444, 3.0516666666666667, 5.000555555555556, 11.05, 11.025555555555556, 21.9875, 3.0, 7.022777777777778, 2.999722222222222, 13.035277777777777, 2.9908333333333332, 10.00361111111111, 2.9219444444444442, 20.002777777777776, 5.0488888888888885, 5.965277777777778, 9.95, 10.9425, 8.951666666666666, 34.98833333333334, 3.000277777777778, 34.0125, 6.9991666666666665, 68.9975, 3.9827777777777778, 131.6611111111111, 6.000277777777778, 18.990277777777777, 24.999444444444446, 4.95, 2.0, 22.996944444444445, 14.002222222222223, 10.024722222222222, 7.013888888888889, 2.9786111111111113, 7.0, 6.993888888888889, 18.036666666666665, 21.00138888888889, 7.995833333333334, 12.005277777777778, 4.999722222222222, 29.000833333333333, 2.0505555555555555, 6.0, 7.999444444444444, 5.001666666666667, 21.0, 4.986111111111111, 8.020555555555555, 6.020833333333333, 67.04083333333334, 8.007777777777777, 13.979722222222222, 9.05, 4.9880555555555555, 4.9366666666666665, 2.995, 5.000277777777778, 44.00694444444444, 10.005833333333333, 3.999722222222222, 32.0025, 17.995, 6.931388888888889, 14.945833333333333, 1.9522222222222223, 9.749722222222223, 5.716388888888889, 5.960555555555556, 52.00111111111111, 23.0, 4.001388888888889, 37.015, 35.99916666666667, 10.008888888888889, 6.0375, 19.97833333333333, 7.999722222222222, 9.000555555555556, 12.931111111111111, 1.9497222222222221, 14.937777777777777, 7.993333333333333, 8.998888888888889, 58.93972222222222, 26.03, 33.09583333333333, 16.988611111111112, 18.0, 12.016388888888889, 4.950833333333334, 28.085, 5.1, 22.038055555555555, 7.0, 20.050555555555555, 11.956388888888888, 1.05, 20.99388888888889, 54.00055555555556, 2.0330555555555554, 41.02972222222222, 12.020277777777778, 10.0, 10.938333333333333, 13.055, 69.00027777777778, 46.80277777777778, 9.008611111111112, 30.041944444444443, 15.00361111111111, 8.985555555555555, 19.026944444444446, 8.016944444444444, 2.0144444444444445, 11.906944444444445, 43.00138888888889, 6.007777777777778, 42.00277777777778, 2.000277777777778, 4.999444444444444, 2.0144444444444445, 4.048611111111111, 12.999722222222223, 12.000277777777777, 4.099722222222222, 8.974166666666667, 12.019444444444444, 9.998888888888889, 5.095277777777778, 6.021388888888889, 83.90666666666667, 1.9997222222222222, 24.98111111111111, 9.010833333333334, 7.037222222222222, 5.905555555555556, 86.00694444444444, 4.993611111111111, 25.05, 10.021666666666667, 21.00888888888889, 8.043888888888889, 14.997777777777777, 3.0044444444444443, 11.345555555555556, 23.00722222222222, 53.04638888888889, 8.000277777777777, 5.999722222222222, 11.769722222222223, 2.0, 4.884166666666666, 4.003333333333333, 19.96638888888889, 19.02027777777778, 6.700277777777778, 4.7508333333333335, 8.961944444444445, 1.9991666666666668, 12.01, 9.999722222222223, 10.999166666666667, 6.0925, 2.991388888888889]","[16.99972222222222, 6.099166666666667, 1.9702777777777778, 16.268055555555556, 3.9494444444444445, 17.93722222222222, 5.993611111111111, 50.007777777777775, 11.000277777777777, 8.005555555555556, 3.9902777777777776, 66.03722222222223, 26.953055555555554, 4.000277777777778, 107.0, 10.002777777777778, 1.025, 4.026388888888889, 10.999722222222223, 6.993611111111111, 5.993055555555555, 8.0, 63.99888888888889, 8.965277777777779, 23.98361111111111, 25.95388888888889, 6.960833333333333, 38.026944444444446, 14.999722222222223, 10.995277777777778, 9.006944444444445, 7.000555555555556, 8.985555555555555, 63.9575, 14.95, 97.59472222222222, 3.9783333333333335, 21.051388888888887, 2.0616666666666665, 47.98277777777778, 6.332222222222223, 2.998611111111111, 14.013333333333334, 2.9994444444444444, 21.054166666666667, 4.299722222222222, 35.7425, 16.000833333333333, 8.93, 15.0, 6.001388888888889, 2.06, 10.973611111111111, 7.036388888888889, 16.00027777777778, 37.000277777777775, 20.0, 44.040277777777774, 9.001111111111111, 14.956111111111111, 8.000277777777777, 4.021111111111111, 18.001666666666665, 9.036944444444444, 6.980277777777777, 12.000555555555556, 27.900277777777777, 5.05, 41.01, 13.060833333333333, 18.00027777777778, 34.99583333333333, 7.020833333333333, 2.921388888888889, 13.049722222222222, 2.933611111111111, 4.000555555555556, 7.0, 24.001944444444444, 17.95, 5.1, 46.10583333333334, 20.11, 15.87111111111111, 8.091666666666667, 34.99888888888889, 3.9644444444444447, 10.000277777777777, 83.005, 11.040277777777778, 6.1002777777777775, 9.949722222222222, 15.098055555555556, 6.07, 8.983611111111111, 8.034722222222221, 37.99111111111111, 79.00583333333333, 5.999722222222222, 21.27888888888889, 42.915, 14.0, 8.9925, 7.031666666666666, 39.90222222222222, 10.0225, 6.8997222222222225, 24.02138888888889, 36.01638888888889, 13.011111111111111, 28.01638888888889, 6.015555555555555, 4.011111111111111, 36.03138888888889, 5.999444444444444, 22.99861111111111, 7.998333333333333, 22.99972222222222, 10.0325, 51.99583333333333, 86.05388888888889, 23.00027777777778, 8.012777777777778, 29.965833333333332, 21.988333333333333, 59.04972222222222, 15.999722222222223, 3.0, 39.996944444444445, 12.980833333333333, 9.100555555555555, 21.92, 5.983611111111111, 1.9994444444444444, 2.95, 3.9697222222222224, 19.093888888888888, 10.01388888888889, 13.918333333333333, 10.105555555555556, 4.9863888888888885, 54.91777777777778, 28.030555555555555, 3.973333333333333, 108.74972222222222, 9.982777777777779, 8.036944444444444, 11.9875, 12.049444444444445, 14.051111111111112, 8.014722222222222, 7.003611111111111, 9.978333333333333, 10.999166666666667, 24.990555555555556, 28.903333333333332, 3.9786111111111113, 8.030833333333334, 7.974166666666667, 8.001388888888888, 22.161666666666665, 44.01166666666666, 1.0008333333333332, 25.03611111111111, 26.956944444444446, 6.989166666666667, 1.0002777777777778, 4.999444444444444, 4.000277777777778, 3.952777777777778, 13.0, 14.0175, 15.087777777777777, 8.918611111111112, 17.0, 7.955, 11.979722222222222, 8.0275, 11.0, 4.985, 32.95361111111111, 12.979166666666666, 5.990277777777778, 6.000277777777778, 21.00888888888889, 89.17305555555555, 5.060833333333333, 23.97833333333333, 18.044166666666666, 4.000555555555556, 39.02611111111111, 14.029722222222222, 37.013888888888886, 3.9788888888888887, 5.062777777777778, 8.059722222222222, 54.08861111111111, 38.00333333333333, 6.015, 45.05, 4.003333333333333, 14.990277777777777, 1.9875, 13.534444444444444, 9.0575, 39.94611111111111, 6.998611111111111, 13.985555555555555, 14.000277777777777, 10.980277777777777, 2.999722222222222, 5.0313888888888885, 19.00027777777778, 17.00027777777778, 4.865833333333334, 3.9244444444444446, 3.0016666666666665, 8.020277777777778]"
apmt_port_calls_anchor_stats,"(29.91777777777778, 64.64574879227054, 571.6058333333333, 3.8830555555555555)","(21.00013888888889, 33.16784188034188, 201.3047222222222, 1.7663888888888888)","(16.09513888888889, 35.04023148148148, 151.1875, 0.0)"
apmt_port_calls_anchor_data,"[21.096944444444443, 33.15416666666667, 59.193333333333335, 3.8830555555555555, 28.065, 29.91777777777778, 13.096111111111112, 64.15, 23.245833333333334, 10.197777777777778, 75.65583333333333, 239.4922222222222, 53.75055555555556, 12.761111111111111, 4.319444444444445, 44.19, 59.881388888888885, 571.6058333333333, 11.971111111111112, 6.341388888888889, 68.64222222222222, 4.405555555555556, 47.83555555555556]","[24.638055555555557, 21.55027777777778, 44.30777777777778, 30.36, 8.35, 5.2122222222222225, 11.800555555555556, 4.480555555555555, 10.00611111111111, 29.16722222222222, 10.350277777777778, 14.839166666666667, 4.506388888888889, 45.62222222222222, 62.80444444444444, 1.7663888888888888, 35.73138888888889, 21.910555555555554, 11.651666666666667, 201.3047222222222, 30.65277777777778, 14.592222222222222, 36.50333333333333, 20.340555555555557, 139.465, 20.45]","[49.53333333333333, 90.78, 95.36666666666666, 3.0055555555555555, 7.728888888888889, 44.02583333333333, 15.790277777777778, 82.53277777777778, 85.46555555555555, 3.937777777777778, 5.583333333333333, 10.572777777777778, 3.296388888888889, 16.4, 8.818333333333333, 37.365, 30.656944444444445, 28.98472222222222, 12.240277777777777, 151.1875, 14.65, 4.331111111111111, 0.0, 38.7125]"
non_apmt_port_calls_moor_stats,"(11.966111111111111, 18.306588245432607, 236.99194444444444, 1.0)","(12.0, 18.575069812654647, 196.95194444444445, 1.0)","(11.989722222222223, 18.416780701754384, 357.95, 1.0)"
